id,original_title,release_date,title,vote_average,combination
259209,Feast of July,1995-10-12,Feast of July,0.0,embethdavidtz tombell gemmajones christophermenaul christophermenaul Drama Crime
6520,First Knight,1995-07-07,First Knight,5.9,camelot knight kingarthur knightsoftheroundt seanconnery richardgere juliaormond jerryzucker jerryzucker Action Adventure Drama Romance
9073,Free Willy 2 - The Adventure Home,1995-07-19,Free Willy 2 - The Adventure Home,5.5,humananimalrelationship whale killerwhal jasonjamesrichter michaelmadsen jayneatkinson dwighth.little dwighth.little Adventure
10428,Hackers,1995-09-14,Hackers,6.2,femalenud hacker nuditi computervirus virtualr comput sexualfantasi prank internet cyberpunk teenag newyorkc secretservic computerhack dreamsequ jonnyleemiller angelinajolie jessebradford iainsoftley iainsoftley Action Crime Thriller Drama
17447,Jeffrey,1995-08-18,Jeffrey,6.5,gay aid basedonplayormus hivposit stevenweber patrickstewart michaelt.weiss christopherashley christopherashley Comedy Drama Romance
9886,Johnny Mnemonic,1995-05-26,Johnny Mnemonic,5.5,brain childhoodmemori dystopia pharmaceuticalindustri computerchip cyberpunk keanureeves dinameyer takeshikitano robertlongo robertlongo Adventure Action Drama Science Fiction Thriller
9482,Judge Dredd,1995-06-30,Judge Dredd,5.4,judg post-apocalypt dystopia basedoncom policeoffic basedongraphicnovel frameup dystopicfutur framedformurd dredd 2000ad sylvesterstallone dianelane armandassante dannycannon dannycannon Science Fiction
19326,Jury Duty,1995-04-12,Jury Duty,4.0,stripper juri jurist independentfilm paulyshore tiacarrere stanleytucci johnfortenberry johnfortenberry Comedy Drama
9344,Kids,1995-07-28,Kids,6.8,puberti firsttim leofitzpatrick rosariodawson chloësevigny larryclark larryclark Drama Crime
9071,Living in Oblivion,1995-01-20,Living in Oblivion,7.2,cinema independentfilm filmmak stevebuscemi catherinekeener dermotmulroney tomdicillo tomdicillo Drama Comedy
8973,Lord of Illusions,1995-08-25,Lord of Illusions,5.9,fanat supernatur wizardri resurrect sect occult scottbakula kevinj.o'connor famkejanssen clivebarker clivebarker Mystery Horror Thriller
15730,Love & Human Remains,1993-05-20,Love & Human Remains,7.0,thomasgibson ruthmarshall cameronbancroft denysarcand denysarcand Comedy Drama
47608,Mad Love,1995-05-26,Mad Love,5.5,suicideattempt colleg teenangst mentalil womandirector chriso'donnell drewbarrymore matthewlillard antoniabird antoniabird Drama Family Romance
2293,Mallrats,1995-10-20,Mallrats,6.8,sex gameshow slacker mall ex-boyfriendex-girlfriendrelationship jayandsilentbob aftercreditssting jasonlee jeremylondon shannendoherty kevinsmith kevinsmith Romance Comedy
9070,Mighty Morphin Power Rangers: The Movie,1995-06-30,Mighty Morphin Power Rangers: The Movie,5.2,basedontvseri tokusatsu superheroteam amyjojohnson jasondavidfrank davidyost bryanspicer bryanspicer Action Adventure Science Fiction Family Fantasy
48787,Mute Witness,1995-09-28,Mute Witness,6.4,chase polic murder mute marinazudina fayripley evanrichards anthonywaller anthonywaller Thriller Foreign
34574,Nadja,1994-09-13,Nadja,5.9,newyork vampir dracula elinalöwensohn peterfonda davidlynch michaelalmereyda michaelalmereyda Horror Thriller
1642,The Net,1995-07-28,The Net,5.6,cheat newident computervirus chase comput stalk sandrabullock jeremynortham dennismiller irwinwinkler irwinwinkler Crime Drama Mystery Thriller Action
11472,Nine Months,1995-07-12,Nine Months,5.5,parentchildrelationship babi marriag pregnanc childwish hughgrant juliannemoore tomarnold chriscolumbus chriscolumbus Comedy
36196,Party Girl,1995-06-09,Party Girl,5.8,librari parti independentfilm freespirit womandirector librarian parkerposey lievschreiber anthonydesando daisyvonscherlermayer daisyvonscherlermayer Comedy
11980,The Prophecy,1995-09-01,The Prophecy,6.4,angel archangelgabriel christopherwalken eliaskoteas virginiamadsen gregorywiden gregorywiden Fantasy Horror Thriller
58372,Reckless,1995-11-17,Reckless,10.0,trauma gameshow femaleprotagonist christma miafarrow tonygoldwyn scottglenn normanrené normanrené Fantasy Comedy Drama
32646,Safe,1995-06-23,Safe,7.2,sex chemic medicin housewif pollut quarantin independentfilm allergi psychiatrist ill disord retreat juliannemoore xanderberkeley deannorris toddhaynes toddhaynes Drama
10533,The Scarlet Letter,1995-10-13,The Scarlet Letter,5.5,basedonnovel burningofwitch pregnanc perioddrama extramaritalaffair demimoore garyoldman robertduvall rolandjoffé rolandjoffé Drama History Romance
10802,Showgirls,1995-09-22,Showgirls,4.9,danc femalenud go-godanc spanner seduct stripteas sexapp elizabethberkley kylemaclachlan ginagershon paulverhoeven paulverhoeven Drama
10149,Smoke,1995-06-09,Smoke,7.2,smoke robber cigarett cigar independentfilm writer harveykeitel williamhurt giancarloesposito waynewang waynewang Comedy Drama
18402,Something to Talk About,1995-08-04,Something to Talk About,5.7,hors savannah basedontruestori famili juliaroberts dennisquaid robertduvall lassehallström lassehallström Comedy
9348,Species,1995-07-07,Species,5.5,telepathi dna paranoia genet instinct femmefatal alien ontherun decapit sexualattract losangel cocoon geneticengin aliendna natashahenstridge benkingsley michaelmadsen rogerdonaldson rogerdonaldson Science Fiction Horror Action
281,Strange Days,1995-10-13,Strange Days,6.8,pornographi prostitut rape policebrut dream ex-girlfriend futur bodyguard rapper virtualr dystopia minidisc polic ex-cop murder cyberpunk losangel violenc crimin privatedetect revolt womandirector ralphfiennes angelabassett tomsizemore kathrynbigelow kathrynbigelow Crime Drama Science Fiction Thriller
5967,Les parapluies de Cherbourg,1964-02-19,The Umbrellas of Cherbourg,7.6,carmechan letter music war singl catherinedeneuve ninocastelnuovo annevernon jacquesdemy jacquesdemy Drama Romance
79593,The Tie That Binds,1995-09-08,The Tie That Binds,4.6,darylhannah keithcarradine moirakelly wesleystrick wesleystrick Thriller
47939,Three Wishes,1995-10-27,Three Wishes,6.1,basebal drifter dog koreanwar womandirector patrickswayze maryelizabethmastrantonio josephmazzello marthacoolidge marthacoolidge Drama Fantasy
36834,Total Eclipse,1995-11-02,Total Eclipse,6.5,mentor poet womandirector leonardodicaprio davidthewlis romanebohringer agnieszkaholland agnieszkaholland Drama Romance
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,"To Wong Foo, Thanks for Everything! Julie Newmar",6.3,transvest gay newyork dragqueen homophobia travel roadmovi womandirector patrickswayze wesleysnipes johnleguizamo beebankidron beebankidron Comedy
3512,Under Siege 2: Dark Territory,1995-07-13,Under Siege 2: Dark Territory,5.6,terrorist pentagon satellit navys train stevenseagal ericbogosian everettmcgill geoffmurphy geoffmurphy Action Thriller
52856,Unstrung Heroes,1995-09-15,Unstrung Heroes,6.4,womandirector andiemacdowell johnturturro michaelrichards dianekeaton dianekeaton Comedy Drama Family
77350,Unzipped,1995-08-11,Unzipped,6.0,fashion sandrabernhard isaacmizrahi naomicampbell douglaskeeve douglaskeeve Documentary
9560,A Walk in the Clouds,1995-08-11,A Walk in the Clouds,6.5,worldwarii vineyard love remak pregnanc harvest keanureeves aitanasánchez-gijón anthonyquinn alfonsoaráu alfonsoaráu Drama Romance
9804,Waterworld,1995-07-28,Waterworld,5.9,ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds kevinreynolds Adventure Action
31611,White Man's Burden,1995-12-01,White Man's Burden,5.1,dystopia johntravolta harrybelafonte kellylynch desmondnakano desmondnakano Drama
49805,The Browning Version,1994-10-12,The Browning Version,6.0,albertfinney gretascacchi matthewmodine mikefiggis mikefiggis Drama
50797,Утомлённые солнцем,1994-05-01,Burnt by the Sun,6.7,wifehusbandrelationship colonel nikitamikhalkov olegmenshikov ingeborgadapkunaite nikitamikhalkov nikitamikhalkov Drama
19155,Before the Rain,1994-06-09,Before the Rain,7.7,monk mountain restaur warphotograph christian fashionphotograph girl violenc albanian katrincartlidge radeserbedzija grégoirecolin milčomančevski milčomančevski Drama War
76,Before Sunrise,1995-01-27,Before Sunrise,7.7,dialogu sunris talk soulmat walk austria travel danub bittersweet romant vienna ethanhawke juliedelpy andreaeckert richardlinklater richardlinklater Drama Romance
11017,Billy Madison,1995-02-10,Billy Madison,6.2,womandirector adamsandler darrenmcgavin bridgettewilson tamradavis tamradavis Comedy
37141,The Babysitter,1995-10-17,The Babysitter,4.7,alcohol obsess babysitt parti teenag parent aliciasilverstone jeremylondon j.t.walsh guyferland guyferland Drama Thriller
9382,Boys on the Side,1995-02-03,Boys on the Side,6.3,aid roommat homicid carjourney friendship friend homosexu escap roadmovi whoopigoldberg mary-louiseparker drewbarrymore herbertross herbertross Comedy Drama
6715,The Cure,1995-04-21,The Cure,7.2,mississippi bradrenfro josephmazzello annabellasciorra peterhorton peterhorton Drama Family
18256,Castle Freak,1995-08-04,Castle Freak,5.8,castl voyeur jeffreycombs barbaracrampton jonathanfuller stuartgordon stuartgordon Thriller Drama Horror Mystery
22625,Circle of Friends,1995-03-16,Circle of Friends,6.5,forbiddenlov moralconflict independentfilm chriso'donnell minniedriver geraldineo'rawe pato'connor pato'connor Drama Family Romance
2292,Clerks,1994-09-13,Clerks,7.4,salesclerk loser aftercreditssting briano'halloran jeffanderson jasonmewes kevinsmith kevinsmith Comedy
1909,Don Juan DeMarco,1994-10-01,Don Juan DeMarco,6.3,sexaddict love mentalinstitut patient psychiatrist johnnydepp marlonbrando fayedunaway jeremyleven jeremyleven Romance Drama Comedy
8984,Disclosure,1994-12-09,Disclosure,5.9,employe workplac sexualharass intrigu michaeldouglas demimoore donaldsutherland barrylevinson barrylevinson Drama Thriller Crime Mystery Romance
4954,Drop Zone,1994-12-08,Drop Zone,5.1,terrorist transportofprison airplan parachut suspens wesleysnipes garybusey yancybutler johnbadham johnbadham Action Adventure Thriller
62488,Destiny Turns on the Radio,1995-04-28,Destiny Turns on the Radio,5.3,heist expectantfath dylanmcdermott nancytravis jameslegros jackbaran jackbaran Crime Comedy Fantasy
10531,Death and the Maiden,1994-05-04,Death and the Maiden,7.1,marriedcoupl chile reveng doctor tortur humili sigourneyweaver benkingsley stuartwilson romanpolanski romanpolanski Drama Thriller Mystery
11929,Dolores Claiborne,1995-03-24,Dolores Claiborne,7.1,childabus detect basedonnovel bar island suspicionofmurd murder suspens dysfunctionalfamili domesticviol report maid anger alcohol accid abusivefath abusivehusband kathybates jenniferjasonleigh judyparfitt taylorhackford taylorhackford Crime Drama Mystery
8467,Dumb and Dumber,1994-12-16,Dumb and Dumber,6.5,gasstat motel utah stupid pill prank cigarsmok violenc crimin firedfromthejob clumsi stepmotherstepdaughterrelationship sittingonatoilet aspencolorado defec scooter hotelsuit laxat jimcarrey jeffdaniels laurenholly peterfarrelly peterfarrelly Comedy
10451,飲食男女,1994-08-03,Eat Drink Man Woman,7.5,cook senseoflif daughter date famili sihunglung yu-wenwang jacklynwu anglee anglee Comedy Drama Romance
20156,Exotica,1994-09-24,Exotica,6.5,secret nightclub petshop independentfilm unhappi brucegreenwood miakirshner eliaskoteas atomegoyan atomegoyan Drama Mystery
18395,Exit to Eden,1994-10-14,Exit to Eden,4.3,femalenud sexual island love mistress kinki smuggler bdsm danadelany paulmercurio rosieo'donnell garrymarshall garrymarshall Thriller Comedy Crime Romance
522,Ed Wood,1994-09-27,Ed Wood,7.3,individu taxi transsexu fortunetel filmbusi filmmak filmproduc vorort filmmak boxer filmdirector oddbal celebr morphin moviestudio losangel drugaddict cultdirector handgun trickortr actor johnnydepp martinlandau sarahjessicaparker timburton timburton Comedy Drama History
397,French Kiss,1995-05-05,French Kiss,6.2,pari airport inlovewithenemi canadian necklac fearoffli deal vineyard smuggl megryan kevinkline timothyhutton lawrencekasdan lawrencekasdan Comedy Romance
10525,Forget Paris,1995-05-19,Forget Paris,6.1,pari basketbal crisi fallinginlov refere billycrystal debrawinger joemantegna billycrystal billycrystal Comedy Drama Romance
27985,Far from Home: The Adventures of Yellow Dog,1995-01-13,Far from Home: The Adventures of Yellow Dog,5.6,wilder boyanddog mimirogers jessebradford brucedavison phillipborsos phillipborsos Action Adventure Drama Family
15789,A Goofy Movie,1995-04-07,A Goofy Movie,6.7,fathersonrelationship popsing music celebr roadtrip firstlov billfarmer jasonmarsden robpaulsen kevinlima kevinlima Romance Animation Family Comedy Adventure
27303,Hideaway,1995-03-03,Hideaway,5.0,suspens jeffgoldblum christinelahti aliciasilverstone brettleonard brettleonard Drama Thriller
21183,Fluke,1995-06-02,Fluke,6.6,fathersonrelationship basedonnovel reincarn talkingdog caraccid dog flashback samuell.jackson matthewmodine nancytravis carlocarlei carlocarlei Drama Family Fantasy
10954,Farinelli,1994-12-07,Farinelli,5.9,brotherbrotherrelationship opera biographi dresden operasing stefanodionisi enricoloverso elsazylberstein gérardcorbiau gérardcorbiau History Drama
47867,Gordy,1995-05-12,Gordy,3.0,countrymus tedmanson afemoomilami marklewis marklewis Drama Family Fantasy
43475,Gumby: The Movie,1995-12-01,Gumby: The Movie,5.0,artclokey artclokey Fantasy Animation Science Fiction Family
72031,The Glass Shield,1994-09-16,The Glass Shield,5.4,icecube loripetty erichanderson charlesburnett charlesburnett Drama Action Thriller Crime
14275,Hoop Dreams,1994-09-12,Hoop Dreams,7.7,chicago sportsteam ghetto narrat colleg sport basketbal highschoolsport independentfilm innerc highschoolstud williamgates arthuragee stevejames stevejames stevejames Documentary
1024,Heavenly Creatures,1994-09-02,Heavenly Creatures,6.9,mother sex secret obsess literatur nuditi fantasi passion love friend murder independentfilm lesbian true relationship melanielynskey katewinslet sarahpeirse peterjackson peterjackson Drama Fantasy
17207,Houseguest,1995-01-06,Houseguest,6.0,sinbad philhartman jeffreyjones randallmiller randallmiller Comedy Family
13701,Immortal Beloved,1994-12-16,Immortal Beloved,6.9,deaf sister-in-law characterstudi unclenephewrelationship garyoldman jeroenkrabbé isabellarossellini bernardrose bernardrose Drama Music Romance
14819,Heavyweights,1995-02-17,Heavyweights,6.0,overweight summercamp benstiller aaronschwartz kenanthompson stevenbrill stevenbrill Comedy Family Drama
32631,The Hunted,1995-02-24,The Hunted,6.0,christopherlambert johnlone joanchen j.f.lawton j.f.lawton Action Thriller
11777,I.Q.,1994-12-24,I.Q.,5.9,weddingvow mathematician carmechan comet alberteinstein halley'scomet timrobbins megryan waltermatthau fredschepisi fredschepisi Comedy Drama Romance
628,Interview with the Vampire,1994-11-11,Interview with the Vampire,7.2,pari sanfrancisco vampir plantat bite fangvamp bradpitt tomcruise kirstendunst neiljordan neiljordan Horror Romance
87729,Jefferson in Paris,1995-03-31,Jefferson in Paris,5.2,franc revolut biographi presid histori nicknolte gretascacchi thandienewton jamesivory jamesivory Drama Romance
18713,The Jerky Boys,1995-02-03,The Jerky Boys,4.8,newyork gangster johng.brennan kamalahmed alanarkin jamesmelkonian jamesmelkonian Comedy Crime
6280,Junior,1994-11-22,Junior,4.7,babi medicin media pregnanc scientist scienc arnoldschwarzenegger dannydevito emmathompson ivanreitman ivanreitman Comedy Family Romance
